job.id n m mu max.k alpha evals max.evals time.passed PD repl type
2785 100 4950 10 1 0.5 1e+05 1e+05 58.348 7364 5 random
2786 100 4950 10 1 0.5 1e+05 1e+05 59.8380000000001 7690 6 random
2787 100 4950 10 1 0.5 1e+05 1e+05 81.6199999999999 7544 7 random
2788 100 4950 10 1 0.5 1e+05 1e+05 61.177 7280 8 random
2789 100 4950 10 1 0.5 1e+05 1e+05 61.242 7402 9 random
2790 100 4950 10 1 0.5 1e+05 1e+05 77.7570000000001 7284 10 random
2791 100 4950 10 1 1 1e+05 1e+05 58.4879999999998 7740 1 random
2792 100 4950 10 1 1 1e+05 1e+05 54.5110000000004 8076 2 random
2793 100 4950 10 1 1 1e+05 1e+05 64.364 7446 3 random
2794 100 4950 10 1 1 1e+05 1e+05 67.213 7396 4 random
2795 100 4950 10 1 1 1e+05 1e+05 63.694 7748 5 random
2796 100 4950 10 1 1 1e+05 1e+05 81.387 7580 6 random
2797 100 4950 10 1 1 1e+05 1e+05 61.174 7896 7 random
2798 100 4950 10 1 1 1e+05 1e+05 56.018 7720 8 random
2799 100 4950 10 1 1 1e+05 1e+05 57.598 7780 9 random
2800 100 4950 10 1 1 1e+05 1e+05 81.309 7760 10 random
2801 100 4950 10 2 0.05 1e+05 1e+05 73.9029999999998 3620 1 random
2802 100 4950 10 2 0.05 1e+05 1e+05 70.664 3970 2 random
2803 100 4950 10 2 0.05 1e+05 1e+05 46.6180000000004 3790 3 random
2804 100 4950 10 2 0.05 1e+05 1e+05 69.785 3916 4 random
2805 100 4950 10 2 0.05 1e+05 1e+05 54.968 3828 5 random
2806 100 4950 10 2 0.05 1e+05 1e+05 72.7679999999999 3862 6 random
2807 100 4950 10 2 0.05 1e+05 1e+05 74.6400000000031 3930 7 random
2808 100 4950 10 2 0.05 1e+05 1e+05 52.2079999999999 3670 8 random
2809 100 4950 10 2 0.05 1e+05 1e+05 52.521 3876 9 random
2810 100 4950 10 2 0.05 1e+05 1e+05 82.028 3916 10 random
2811 100 4950 10 2 0.1 1e+05 1e+05 50.812 4914 1 random
2812 100 4950 10 2 0.1 1e+05 1e+05 56.038 4960 2 random
2813 100 4950 10 2 0.1 1e+05 1e+05 52.366 4942 3 random
2814 100 4950 10 2 0.1 1e+05 1e+05 57.1489999999999 4934 4 random
2815 100 4950 10 2 0.1 1e+05 1e+05 50.1479999999992 5144 5 random
2816 100 4950 10 2 0.1 1e+05 1e+05 60.9030000000002 5010 6 random
2817 100 4950 10 2 0.1 1e+05 1e+05 73.003 5190 7 random
2818 100 4950 10 2 0.1 1e+05 1e+05 52.657 4940 8 random
2819 100 4950 10 2 0.1 1e+05 1e+05 73.8430000000001 5256 9 random
2820 100 4950 10 2 0.1 1e+05 1e+05 45.2739999999994 4960 10 random
2821 100 4950 10 2 0.5 1e+05 1e+05 60.288 7886 1 random
2822 100 4950 10 2 0.5 1e+05 1e+05 77.071 7960 2 random
2823 100 4950 10 2 0.5 1e+05 1e+05 59.147 7880 3 random
2824 100 4950 10 2 0.5 1e+05 1e+05 57.9560000000001 7922 4 random
2825 100 4950 10 2 0.5 1e+05 1e+05 81.152 7988 5 random
2826 100 4950 10 2 0.5 1e+05 1e+05 61.724 7984 6 random
2827 100 4950 10 2 0.5 1e+05 1e+05 54.73 7942 7 random
2828 100 4950 10 2 0.5 1e+05 1e+05 60.0240000000003 7980 8 random
2829 100 4950 10 2 0.5 1e+05 1e+05 54.6719999999996 7988 9 random
2830 100 4950 10 2 0.5 1e+05 1e+05 50.725 7834 10 random
2831 100 4950 10 2 1 1e+05 1e+05 54.1970000000001 8726 1 random
2832 100 4950 10 2 1 1e+05 1e+05 77.1360000000004 8680 2 random
2833 100 4950 10 2 1 1e+05 1e+05 57.7330000000002 8688 3 random
2834 100 4950 10 2 1 1e+05 1e+05 61.046 8738 4 random
2835 100 4950 10 2 1 1e+05 1e+05 57.876 8630 5 random
2836 100 4950 10 2 1 1e+05 1e+05 60.942 8682 6 random
2837 100 4950 10 2 1 1e+05 1e+05 79.3430000000001 8732 7 random
2838 100 4950 10 2 1 1e+05 1e+05 60.501 8724 8 random
2839 100 4950 10 2 1 1e+05 1e+05 58.495 8702 9 random
2840 100 4950 10 2 1 1e+05 1e+05 78.232 8670 10 random
2841 100 4950 10 3 0.05 1e+05 1e+05 70.672 3676 1 random
2842 100 4950 10 3 0.05 1e+05 1e+05 55.403 3606 2 random
2843 100 4950 10 3 0.05 1e+05 1e+05 56.0699999999997 3696 3 random
2844 100 4950 10 3 0.05 1e+05 1e+05 47.607 3446 4 random
2845 100 4950 10 3 0.05 1e+05 1e+05 76.776 3632 5 random
2846 100 4950 10 3 0.05 1e+05 1e+05 68.655999999999 3884 6 random
2847 100 4950 10 3 0.05 1e+05 1e+05 48.148 3784 7 random
2848 100 4950 10 3 0.05 1e+05 1e+05 72.384 3684 8 random
2849 100 4950 10 3 0.05 1e+05 1e+05 50.212 3580 9 random
2850 100 4950 10 3 0.05 1e+05 1e+05 51.8380000000001 3572 10 random
2851 100 4950 10 3 0.1 1e+05 1e+05 54.248 4934 1 random
2852 100 4950 10 3 0.1 1e+05 1e+05 67.579 4524 2 random
2853 100 4950 10 3 0.1 1e+05 1e+05 56.434 4904 3 random
2854 100 4950 10 3 0.1 1e+05 1e+05 54.145 4868 4 random
2855 100 4950 10 3 0.1 1e+05 1e+05 73.511 4748 5 random
2856 100 4950 10 3 0.1 1e+05 1e+05 52.389 4964 6 random
2857 100 4950 10 3 0.1 1e+05 1e+05 57.636 4808 7 random
2858 100 4950 10 3 0.1 1e+05 1e+05 48.8309999999983 4760 8 random
2859 100 4950 10 3 0.1 1e+05 1e+05 72.041 4998 9 random
2860 100 4950 10 3 0.1 1e+05 1e+05 73.9700000000012 4908 10 random
2861 100 4950 10 3 0.5 1e+05 1e+05 55.226 7870 1 random
2862 100 4950 10 3 0.5 1e+05 1e+05 66.4189999999981 7908 2 random
2863 100 4950 10 3 0.5 1e+05 1e+05 59.224 7932 3 random
2864 100 4950 10 3 0.5 1e+05 1e+05 80.3619999999996 7684 4 random
2865 100 4950 10 3 0.5 1e+05 1e+05 85.8419999999987 7982 5 random
2866 100 4950 10 3 0.5 1e+05 1e+05 51.5 7852 6 random
2867 100 4950 10 3 0.5 1e+05 1e+05 53.779 7922 7 random
2868 100 4950 10 3 0.5 1e+05 1e+05 79.93 7914 8 random
2869 100 4950 10 3 0.5 1e+05 1e+05 55.967 7970 9 random
2870 100 4950 10 3 0.5 1e+05 1e+05 54.1280000000002 7832 10 random
2871 100 4950 10 3 1 1e+05 1e+05 76.6160000000018 8748 1 random
2872 100 4950 10 3 1 1e+05 1e+05 61.192 8718 2 random
2873 100 4950 10 3 1 1e+05 1e+05 58.42 8692 3 random
2874 100 4950 10 3 1 1e+05 1e+05 49.7129999999997 8724 4 random
2875 100 4950 10 3 1 1e+05 1e+05 57.54 8776 5 random
2876 100 4950 10 3 1 1e+05 1e+05 59.982 8712 6 random
2877 100 4950 10 3 1 1e+05 1e+05 60.577 8768 7 random
2878 100 4950 10 3 1 1e+05 1e+05 54.8820000000001 8722 8 random
2879 100 4950 10 3 1 1e+05 1e+05 61.511 8758 9 random
2880 100 4950 10 3 1 1e+05 1e+05 81.295 8754 10 random
2881 100 4950 20 1 0.05 2e+05 2e+05 115.174 17852 1 random
2882 100 4950 20 1 0.05 2e+05 2e+05 113.995 18106 2 random
2883 100 4950 20 1 0.05 2e+05 2e+05 122.709 17892 3 random
2884 100 4950 20 1 0.05 2e+05 2e+05 125.966 17758 4 random
2885 100 4950 20 1 0.05 2e+05 2e+05 140.238 18194 5 random
2886 100 4950 20 1 0.05 2e+05 2e+05 3313.618 17602 6 random
2887 100 4950 20 1 0.05 2e+05 2e+05 187.486 17846 7 random
2888 100 4950 20 1 0.05 2e+05 2e+05 150.649 17998 8 random
2889 100 4950 20 1 0.05 2e+05 2e+05 123.359 17804 9 random
2890 100 4950 20 1 0.05 2e+05 2e+05 128.495 17824 10 random
2891 100 4950 20 1 0.1 2e+05 2e+05 112.349 22778 1 random
2892 100 4950 20 1 0.1 2e+05 2e+05 122.503 23030 2 random
2893 100 4950 20 1 0.1 2e+05 2e+05 121.739 22884 3 random
2894 100 4950 20 1 0.1 2e+05 2e+05 117.653999999999 22684 4 random
2895 100 4950 20 1 0.1 2e+05 2e+05 186.858 23310 5 random
2896 100 4950 20 1 0.1 2e+05 2e+05 170.102 22926 6 random
2897 100 4950 20 1 0.1 2e+05 2e+05 131.003 22890 7 random
2898 100 4950 20 1 0.1 2e+05 2e+05 151.668 22802 8 random
2899 100 4950 20 1 0.1 2e+05 2e+05 137.046 22814 9 random
2900 100 4950 20 1 0.1 2e+05 2e+05 132.452 22856 10 random
2901 100 4950 20 1 0.5 2e+05 2e+05 181.074 32934 1 random
2902 100 4950 20 1 0.5 2e+05 2e+05 183.435 32842 2 random
2903 100 4950 20 1 0.5 2e+05 2e+05 240.867 32844 3 random
2904 100 4950 20 1 0.5 2e+05 2e+05 151.917 32754 4 random
2905 100 4950 20 1 0.5 2e+05 2e+05 191.179 32980 5 random
2906 100 4950 20 1 0.5 2e+05 2e+05 152.97 32686 6 random
2907 100 4950 20 1 0.5 2e+05 2e+05 136.477 32836 7 random
2908 100 4950 20 1 0.5 2e+05 2e+05 178.439 32712 8 random
2909 100 4950 20 1 0.5 2e+05 2e+05 191.279 33036 9 random
2910 100 4950 20 1 0.5 2e+05 2e+05 185.76 32984 10 random
2911 100 4950 20 1 1 2e+05 2e+05 198.7 34918 1 random
2912 100 4950 20 1 1 2e+05 2e+05 141.795 35138 2 random
2913 100 4950 20 1 1 2e+05 2e+05 150.837 35340 3 random
2914 100 4950 20 1 1 2e+05 2e+05 203.521000000001 35054 4 random
2915 100 4950 20 1 1 2e+05 2e+05 148.628 35388 5 random
2916 100 4950 20 1 1 2e+05 2e+05 131.005999999999 35188 6 random
2917 100 4950 20 1 1 2e+05 2e+05 148.256 35226 7 random
2918 100 4950 20 1 1 2e+05 2e+05 206.512 35030 8 random
2919 100 4950 20 1 1 2e+05 2e+05 152.18 35280 9 random
2920 100 4950 20 1 1 2e+05 2e+05 198.518 35114 10 random
2921 100 4950 20 2 0.05 2e+05 2e+05 166.995 17334 1 random
2922 100 4950 20 2 0.05 2e+05 2e+05 168.709 17232 2 random
2923 100 4950 20 2 0.05 2e+05 2e+05 113.831 16980 3 random
2924 100 4950 20 2 0.05 2e+05 2e+05 158.903 17256 4 random
2925 100 4950 20 2 0.05 2e+05 2e+05 162.691999999999 17338 5 random
2926 100 4950 20 2 0.05 2e+05 2e+05 155.759 17162 6 random
2927 100 4950 20 2 0.05 2e+05 2e+05 174.389 17148 7 random
2928 100 4950 20 2 0.05 2e+05 2e+05 108.218 17616 8 random
2929 100 4950 20 2 0.05 2e+05 2e+05 106.914000000001 17400 9 random
2930 100 4950 20 2 0.05 2e+05 2e+05 186.23 16812 10 random
2931 100 4950 20 2 0.1 2e+05 2e+05 176.145 22130 1 random
2932 100 4950 20 2 0.1 2e+05 2e+05 187.095 22712 2 random
2933 100 4950 20 2 0.1 2e+05 2e+05 105.59 22668 3 random
2934 100 4950 20 2 0.1 2e+05 2e+05 161.419 22700 4 random
2935 100 4950 20 2 0.1 2e+05 2e+05 137.114 22776 5 random
2936 100 4950 20 2 0.1 2e+05 2e+05 167.366 22578 6 random
2937 100 4950 20 2 0.1 2e+05 2e+05 125.388 22206 7 random
2938 100 4950 20 2 0.1 2e+05 2e+05 113.756 22462 8 random
2939 100 4950 20 2 0.1 2e+05 2e+05 155.249 22564 9 random
2940 100 4950 20 2 0.1 2e+05 2e+05 121.37 22778 10 random
2941 100 4950 20 2 0.5 2e+05 2e+05 116.601 33486 1 random
2942 100 4950 20 2 0.5 2e+05 2e+05 129.709 33356 2 random
2943 100 4950 20 2 0.5 2e+05 2e+05 170.393 33486 3 random
2944 100 4950 20 2 0.5 2e+05 2e+05 133.779 33560 4 random
2945 100 4950 20 2 0.5 2e+05 2e+05 131.885 33352 5 random
2946 100 4950 20 2 0.5 2e+05 2e+05 172.195 33378 6 random
2947 100 4950 20 2 0.5 2e+05 2e+05 126.785 33490 7 random
2948 100 4950 20 2 0.5 2e+05 2e+05 130.285 33492 8 random
2949 100 4950 20 2 0.5 2e+05 2e+05 167.768999999997 33458 9 random
2950 100 4950 20 2 0.5 2e+05 2e+05 117.059 33508 10 random
2951 100 4950 20 2 1 2e+05 2e+05 179.408 36244 1 random
2952 100 4950 20 2 1 2e+05 2e+05 132.164 36224 2 random
2953 100 4950 20 2 1 2e+05 2e+05 128.097 36226 3 random
2954 100 4950 20 2 1 2e+05 2e+05 153.579 36262 4 random
2955 100 4950 20 2 1 2e+05 2e+05 175.989 36256 5 random
2956 100 4950 20 2 1 2e+05 2e+05 198.589 36198 6 random
2957 100 4950 20 2 1 2e+05 2e+05 130.082 36252 7 random
2958 100 4950 20 2 1 2e+05 2e+05 197.492 36268 8 random
2959 100 4950 20 2 1 2e+05 2e+05 227.785 36276 9 random
2960 100 4950 20 2 1 2e+05 2e+05 207.056 36192 10 random
2961 100 4950 20 3 0.05 2e+05 2e+05 112.763 16340 1 random
2962 100 4950 20 3 0.05 2e+05 2e+05 106.304 16870 2 random
2963 100 4950 20 3 0.05 2e+05 2e+05 111.249 16170 3 random
2964 100 4950 20 3 0.05 2e+05 2e+05 157.173 16516 4 random
2965 100 4950 20 3 0.05 2e+05 2e+05 116.607 16332 5 random
2966 100 4950 20 3 0.05 2e+05 2e+05 177.718 16652 6 random
2967 100 4950 20 3 0.05 2e+05 2e+05 103.715 17114 7 random
2968 100 4950 20 3 0.05 2e+05 2e+05 117.436 16546 8 random
2969 100 4950 20 3 0.05 2e+05 2e+05 115.622 17176 9 random
2970 100 4950 20 3 0.05 2e+05 2e+05 105.439 16212 10 random
2971 100 4950 20 3 0.1 2e+05 2e+05 113.245 21700 1 random
2972 100 4950 20 3 0.1 2e+05 2e+05 115.688 22598 2 random
2973 100 4950 20 3 0.1 2e+05 2e+05 101.244000000001 21854 3 random
2974 100 4950 20 3 0.1 2e+05 2e+05 103.437 21970 4 random
2975 100 4950 20 3 0.1 2e+05 2e+05 120.157 22160 5 random
2976 100 4950 20 3 0.1 2e+05 2e+05 144.4 21706 6 random
2977 100 4950 20 3 0.1 2e+05 2e+05 104.722 21376 7 random
2978 100 4950 20 3 0.1 2e+05 2e+05 129.155 21840 8 random
2979 100 4950 20 3 0.1 2e+05 2e+05 155.271000000001 22110 9 random
2980 100 4950 20 3 0.1 2e+05 2e+05 112.258 22144 10 random
2981 100 4950 20 3 0.5 2e+05 2e+05 182.466 33422 1 random
2982 100 4950 20 3 0.5 2e+05 2e+05 132.308 33208 2 random
2983 100 4950 20 3 0.5 2e+05 2e+05 150.447 33430 3 random
2984 100 4950 20 3 0.5 2e+05 2e+05 181.998 33442 4 random
2985 100 4950 20 3 0.5 2e+05 2e+05 115.39 33318 5 random
2986 100 4950 20 3 0.5 2e+05 2e+05 105.094999999999 33326 6 random
2987 100 4950 20 3 0.5 2e+05 2e+05 165.513 33244 7 random
2988 100 4950 20 3 0.5 2e+05 2e+05 122.698 33362 8 random
2989 100 4950 20 3 0.5 2e+05 2e+05 171.935 33672 9 random
2990 100 4950 20 3 0.5 2e+05 2e+05 129.095 33226 10 random
2991 100 4950 20 3 1 2e+05 2e+05 113.678 36292 1 random
2992 100 4950 20 3 1 2e+05 2e+05 135.643 36358 2 random
2993 100 4950 20 3 1 2e+05 2e+05 115.268 36268 3 random
2994 100 4950 20 3 1 2e+05 2e+05 173.206999999999 36304 4 random
2995 100 4950 20 3 1 2e+05 2e+05 108.184 36270 5 random
2996 100 4950 20 3 1 2e+05 2e+05 128.074 36230 6 random
2997 100 4950 20 3 1 2e+05 2e+05 166.033000000003 36218 7 random
2998 100 4950 20 3 1 2e+05 2e+05 167.088 36282 8 random
2999 100 4950 20 3 1 2e+05 2e+05 194.574 36304 9 random
3000 100 4950 20 3 1 2e+05 2e+05 164.038 36272 10 random
3001 100 4950 50 1 0.05 5e+05 5e+05 455.974 115508 1 random
3002 100 4950 50 1 0.05 5e+05 5e+05 432.331 116902 2 random
3003 100 4950 50 1 0.05 5e+05 5e+05 383.253 117920 3 random
3004 100 4950 50 1 0.05 5e+05 5e+05 615.883 116648 4 random
3005 100 4950 50 1 0.05 5e+05 5e+05 448.524 117512 5 random
3006 100 4950 50 1 0.05 5e+05 5e+05 601.288 119060 6 random
3007 100 4950 50 1 0.05 5e+05 5e+05 477.221 118154 7 random
3008 100 4950 50 1 0.05 5e+05 5e+05 666.274 115590 8 random
3009 100 4950 50 1 0.05 5e+05 5e+05 468.658 117554 9 random
3010 100 4950 50 1 0.05 5e+05 5e+05 440.835 116008 10 random
3011 100 4950 50 1 0.1 5e+05 5e+05 569.052 148326 1 random
3012 100 4950 50 1 0.1 5e+05 5e+05 436.856 148750 2 random
3013 100 4950 50 1 0.1 5e+05 5e+05 440.136 148678 3 random
3014 100 4950 50 1 0.1 5e+05 5e+05 578.725 149182 4 random
3015 100 4950 50 1 0.1 5e+05 5e+05 455.621999999999 150458 5 random
3016 100 4950 50 1 0.1 5e+05 5e+05 383.099 149294 6 random
3017 100 4950 50 1 0.1 5e+05 5e+05 589.603 149118 7 random
3018 100 4950 50 1 0.1 5e+05 5e+05 418.723 148906 8 random
3019 100 4950 50 1 0.1 5e+05 5e+05 574.439 149332 9 random
3020 100 4950 50 1 0.1 5e+05 5e+05 387.75 149030 10 random
3021 100 4950 50 1 0.5 5e+05 5e+05 471.342 213456 1 random
3022 100 4950 50 1 0.5 5e+05 5e+05 449.355 213360 2 random
3023 100 4950 50 1 0.5 5e+05 5e+05 679.625 212952 3 random
3024 100 4950 50 1 0.5 5e+05 5e+05 408.919 213226 4 random
3025 100 4950 50 1 0.5 5e+05 5e+05 468.983 213322 5 random
3026 100 4950 50 1 0.5 5e+05 5e+05 458.73 213480 6 random
3027 100 4950 50 1 0.5 5e+05 5e+05 540.648 213022 7 random
3028 100 4950 50 1 0.5 5e+05 5e+05 475.769 212750 8 random
3029 100 4950 50 1 0.5 5e+05 5e+05 480.478 213852 9 random
3030 100 4950 50 1 0.5 5e+05 5e+05 460.032 212930 10 random
3031 100 4950 50 1 1 5e+05 5e+05 556.275 228412 1 random
3032 100 4950 50 1 1 5e+05 5e+05 514.637 228224 2 random
3033 100 4950 50 1 1 5e+05 5e+05 566.326 228396 3 random
3034 100 4950 50 1 1 5e+05 5e+05 485.464 227934 4 random
3035 100 4950 50 1 1 5e+05 5e+05 741.552 227734 5 random
3036 100 4950 50 1 1 5e+05 5e+05 469.063999999998 228456 6 random
3037 100 4950 50 1 1 5e+05 5e+05 665.697 228158 7 random
3038 100 4950 50 1 1 5e+05 5e+05 649.494000000001 228242 8 random
3039 100 4950 50 1 1 5e+05 5e+05 671.736 228316 9 random
3040 100 4950 50 1 1 5e+05 5e+05 497.89 228020 10 random
3041 100 4950 50 2 0.05 5e+05 5e+05 339.012 115536 1 random
3042 100 4950 50 2 0.05 5e+05 5e+05 365.679 116308 2 random
3043 100 4950 50 2 0.05 5e+05 5e+05 370.13 117074 3 random
3044 100 4950 50 2 0.05 5e+05 5e+05 343.819 114298 4 random
3045 100 4950 50 2 0.05 5e+05 5e+05 533.578 114378 5 random
3046 100 4950 50 2 0.05 5e+05 5e+05 380.674 116508 6 random
3047 100 4950 50 2 0.05 5e+05 5e+05 376.678 117530 7 random
3048 100 4950 50 2 0.05 5e+05 5e+05 509.812 115354 8 random
3049 100 4950 50 2 0.05 5e+05 5e+05 302.796 116784 9 random
3050 100 4950 50 2 0.05 5e+05 5e+05 356.272 117434 10 random
3051 100 4950 50 2 0.1 5e+05 5e+05 394.123 147998 1 random
3052 100 4950 50 2 0.1 5e+05 5e+05 385.274 148246 2 random
3053 100 4950 50 2 0.1 5e+05 5e+05 483.505999999999 149022 3 random
3054 100 4950 50 2 0.1 5e+05 5e+05 522.656000000001 147696 4 random
3055 100 4950 50 2 0.1 5e+05 5e+05 569.765 147934 5 random
3056 100 4950 50 2 0.1 5e+05 5e+05 358.054 148500 6 random
3057 100 4950 50 2 0.1 5e+05 5e+05 407.341 147788 7 random
3058 100 4950 50 2 0.1 5e+05 5e+05 523.623000000001 147958 8 random
3059 100 4950 50 2 0.1 5e+05 5e+05 385.52 147912 9 random
3060 100 4950 50 2 0.1 5e+05 5e+05 918.615000000001 146618 10 random
3061 100 4950 50 2 0.5 5e+05 5e+05 375.41 214072 1 random
3062 100 4950 50 2 0.5 5e+05 5e+05 528.425 213868 2 random
3063 100 4950 50 2 0.5 5e+05 5e+05 392.096 214336 3 random
3064 100 4950 50 2 0.5 5e+05 5e+05 363.559 213930 4 random
3065 100 4950 50 2 0.5 5e+05 5e+05 347.192 213892 5 random
3066 100 4950 50 2 0.5 5e+05 5e+05 544.791 214032 6 random
3067 100 4950 50 2 0.5 5e+05 5e+05 504.14 214182 7 random
3068 100 4950 50 2 0.5 5e+05 5e+05 409.278 214130 8 random
3069 100 4950 50 2 0.5 5e+05 5e+05 581.873 214060 9 random
3070 100 4950 50 2 0.5 5e+05 5e+05 386.353 213834 10 random
3071 100 4950 50 2 1 5e+05 5e+05 454.683 229846 1 random
3072 100 4950 50 2 1 5e+05 5e+05 462.598 229856 2 random
3073 100 4950 50 2 1 5e+05 5e+05 685.408 229852 3 random
3074 100 4950 50 2 1 5e+05 5e+05 475.23 229914 4 random
3075 100 4950 50 2 1 5e+05 5e+05 472.813 229844 5 random
3076 100 4950 50 2 1 5e+05 5e+05 462.009 229840 6 random
3077 100 4950 50 2 1 5e+05 5e+05 644.648 229928 7 random
3078 100 4950 50 2 1 5e+05 5e+05 615.241 229798 8 random
3079 100 4950 50 2 1 5e+05 5e+05 432.601 229752 9 random
3080 100 4950 50 2 1 5e+05 5e+05 657.531 229922 10 random
3081 100 4950 50 3 0.05 5e+05 5e+05 418.120000000001 113368 1 random
3082 100 4950 50 3 0.05 5e+05 5e+05 357.325 114336 2 random
3083 100 4950 50 3 0.05 5e+05 5e+05 327.566 112476 3 random
3084 100 4950 50 3 0.05 5e+05 5e+05 318.067 114946 4 random
3085 100 4950 50 3 0.05 5e+05 5e+05 280.678 113168 5 random
3086 100 4950 50 3 0.05 5e+05 5e+05 322.007 114462 6 random
3087 100 4950 50 3 0.05 5e+05 5e+05 290.899 114228 7 random
3088 100 4950 50 3 0.05 5e+05 5e+05 460.441 114288 8 random
3089 100 4950 50 3 0.05 5e+05 5e+05 433.298 113386 9 random
3090 100 4950 50 3 0.05 5e+05 5e+05 325.485 114208 10 random
3091 100 4950 50 3 0.1 5e+05 5e+05 337.571 146186 1 random
3092 100 4950 50 3 0.1 5e+05 5e+05 366.625 147998 2 random
3093 100 4950 50 3 0.1 5e+05 5e+05 347.191 145804 3 random
3094 100 4950 50 3 0.1 5e+05 5e+05 364.866 145436 4 random
3095 100 4950 50 3 0.1 5e+05 5e+05 455.716 146368 5 random
3096 100 4950 50 3 0.1 5e+05 5e+05 442.306 147726 6 random
3097 100 4950 50 3 0.1 5e+05 5e+05 496.919 146096 7 random
3098 100 4950 50 3 0.1 5e+05 5e+05 501.081 146390 8 random
3099 100 4950 50 3 0.1 5e+05 5e+05 327.037 146702 9 random
3100 100 4950 50 3 0.1 5e+05 5e+05 343.289 147066 10 random
3101 100 4950 50 3 0.5 5e+05 5e+05 469.262 213656 1 random
3102 100 4950 50 3 0.5 5e+05 5e+05 347.183 213726 2 random
3103 100 4950 50 3 0.5 5e+05 5e+05 375.699 213894 3 random
3104 100 4950 50 3 0.5 5e+05 5e+05 394.589 213802 4 random
3105 100 4950 50 3 0.5 5e+05 5e+05 478.686000000002 213848 5 random
3106 100 4950 50 3 0.5 5e+05 5e+05 397.943 213766 6 random
3107 100 4950 50 3 0.5 5e+05 5e+05 485.387 213832 7 random
3108 100 4950 50 3 0.5 5e+05 5e+05 363.7 214012 8 random
3109 100 4950 50 3 0.5 5e+05 5e+05 471.548999999999 213740 9 random
3110 100 4950 50 3 0.5 5e+05 5e+05 362.651 213876 10 random
3111 100 4950 50 3 1 5e+05 5e+05 538.401 229958 1 random
3112 100 4950 50 3 1 5e+05 5e+05 533.88 229864 2 random
3113 100 4950 50 3 1 5e+05 5e+05 646.245 229852 3 random
3114 100 4950 50 3 1 5e+05 5e+05 349.876 229982 4 random
3115 100 4950 50 3 1 5e+05 5e+05 541.568 229986 5 random
3116 100 4950 50 3 1 5e+05 5e+05 541.939000000002 229906 6 random
3117 100 4950 50 3 1 5e+05 5e+05 442.629 229876 7 random
3118 100 4950 50 3 1 5e+05 5e+05 392.364 229968 8 random
3119 100 4950 50 3 1 5e+05 5e+05 395.947 229920 9 random
3120 100 4950 50 3 1 5e+05 5e+05 388.757000000001 229928 10 random
3121 200 19900 2 1 0.05 80000 80000 44.2919999999999 42 1 random
3122 200 19900 2 1 0.05 80000 80000 40.537 52 2 random
3123 200 19900 2 1 0.05 80000 80000 58.4870000000001 66 3 random
3124 200 19900 2 1 0.05 80000 80000 38.9179999999997 38 4 random
3125 200 19900 2 1 0.05 80000 80000 55.0760000000009 38 5 random
3126 200 19900 2 1 0.05 80000 80000 65.8209999999999 48 6 random
3127 200 19900 2 1 0.05 80000 80000 43.047 50 7 random
3128 200 19900 2 1 0.05 80000 80000 43.155 46 8 random
3129 200 19900 2 1 0.05 80000 80000 43.254 36 9 random
3130 200 19900 2 1 0.05 80000 80000 44.607 56 10 random
3131 200 19900 2 1 0.1 80000 80000 38.2429999999999 58 1 random
3132 200 19900 2 1 0.1 80000 80000 45.512 56 2 random
3133 200 19900 2 1 0.1 80000 80000 44.104 56 3 random
3134 200 19900 2 1 0.1 80000 80000 38.2820000000002 50 4 random
3135 200 19900 2 1 0.1 80000 80000 42.674 40 5 random
3136 200 19900 2 1 0.1 80000 80000 37.1330000000007 60 6 random
3137 200 19900 2 1 0.1 80000 80000 41.894 50 7 random
3138 200 19900 2 1 0.1 80000 80000 44.185 62 8 random
3139 200 19900 2 1 0.1 80000 80000 37.6890000000003 64 9 random
3140 200 19900 2 1 0.1 80000 80000 37.9610000000011 58 10 random
3141 200 19900 2 1 0.5 80000 80000 41.4689999999996 138 1 random
3142 200 19900 2 1 0.5 80000 80000 59.0879999999997 132 2 random
3143 200 19900 2 1 0.5 80000 80000 43.7649999999999 148 3 random
3144 200 19900 2 1 0.5 80000 80000 41.8690000000006 148 4 random
3145 200 19900 2 1 0.5 80000 80000 65.9320000000002 144 5 random
3146 200 19900 2 1 0.5 80000 80000 43.808 134 6 random
3147 200 19900 2 1 0.5 80000 80000 61.868 132 7 random
3148 200 19900 2 1 0.5 80000 80000 49.599 152 8 random
3149 200 19900 2 1 0.5 80000 80000 40.8440000000001 122 9 random
3150 200 19900 2 1 0.5 80000 80000 38.0010000000002 142 10 random
3151 200 19900 2 1 1 80000 80000 61.074 234 1 random
3152 200 19900 2 1 1 80000 80000 44.7109999999993 240 2 random
3153 200 19900 2 1 1 80000 80000 39.5799999999999 242 3 random
3154 200 19900 2 1 1 80000 80000 60.163 242 4 random
3155 200 19900 2 1 1 80000 80000 48.5920000000001 224 5 random
3156 200 19900 2 1 1 80000 80000 44.919 224 6 random
3157 200 19900 2 1 1 80000 80000 65.9220000000005 268 7 random
3158 200 19900 2 1 1 80000 80000 42.7 222 8 random
3159 200 19900 2 1 1 80000 80000 62.3150000000005 236 9 random
3160 200 19900 2 1 1 80000 80000 60.1779999999999 246 10 random
3161 200 19900 2 2 0.05 80000 80000 42.048 130 1 random
3162 200 19900 2 2 0.05 80000 80000 42.758 134 2 random
3163 200 19900 2 2 0.05 80000 80000 57.5319999999999 156 3 random
3164 200 19900 2 2 0.05 80000 80000 37.6570000000011 140 4 random
