job.id n m mu max.k alpha evals max.evals time.passed PD repl type
987 200 19900 20 1 0.5 8e+05 8e+05 722.702 51658 7 euclidean
988 200 19900 20 1 0.5 8e+05 8e+05 788.148 50138 8 euclidean
989 200 19900 20 1 0.5 8e+05 8e+05 686.631 51208 9 euclidean
990 200 19900 20 1 0.5 8e+05 8e+05 728.053 50840 10 euclidean
991 200 19900 20 1 1 8e+05 8e+05 583.037 60000 1 euclidean
992 200 19900 20 1 1 8e+05 8e+05 490.81 59348 2 euclidean
993 200 19900 20 1 1 8e+05 8e+05 736.07 60094 3 euclidean
994 200 19900 20 1 1 8e+05 8e+05 572.013 59910 4 euclidean
995 200 19900 20 1 1 8e+05 8e+05 561.63 59896 5 euclidean
996 200 19900 20 1 1 8e+05 8e+05 756.788 59906 6 euclidean
997 200 19900 20 1 1 8e+05 8e+05 536.681 59340 7 euclidean
998 200 19900 20 1 1 8e+05 8e+05 702.182 60036 8 euclidean
999 200 19900 20 1 1 8e+05 8e+05 540.822 58674 9 euclidean
1000 200 19900 20 1 1 8e+05 8e+05 784.035 61320 10 euclidean
1001 200 19900 20 2 0.05 8e+05 8e+05 652.754 21002 1 euclidean
1002 200 19900 20 2 0.05 8e+05 8e+05 489.001 21070 2 euclidean
1003 200 19900 20 2 0.05 8e+05 8e+05 515.73 20644 3 euclidean
1004 200 19900 20 2 0.05 8e+05 8e+05 490.988 20650 4 euclidean
1005 200 19900 20 2 0.05 8e+05 8e+05 664.479 18972 5 euclidean
1006 200 19900 20 2 0.05 8e+05 8e+05 499.876 19042 6 euclidean
1007 200 19900 20 2 0.05 8e+05 8e+05 491.637 19346 7 euclidean
1008 200 19900 20 2 0.05 8e+05 8e+05 624.044 21034 8 euclidean
1009 200 19900 20 2 0.05 8e+05 8e+05 458.963 19626 9 euclidean
1010 200 19900 20 2 0.05 8e+05 8e+05 621.345 19914 10 euclidean
1011 200 19900 20 2 0.1 8e+05 8e+05 475.169 27628 1 euclidean
1012 200 19900 20 2 0.1 8e+05 8e+05 656.313 27840 2 euclidean
1013 200 19900 20 2 0.1 8e+05 8e+05 655.282 27340 3 euclidean
1014 200 19900 20 2 0.1 8e+05 8e+05 619.938 28634 4 euclidean
1015 200 19900 20 2 0.1 8e+05 8e+05 520.02 28106 5 euclidean
1016 200 19900 20 2 0.1 8e+05 8e+05 580.295 28380 6 euclidean
1017 200 19900 20 2 0.1 8e+05 8e+05 473.332 28270 7 euclidean
1018 200 19900 20 2 0.1 8e+05 8e+05 476.848 28456 8 euclidean
1019 200 19900 20 2 0.1 8e+05 8e+05 601.155 27484 9 euclidean
1020 200 19900 20 2 0.1 8e+05 8e+05 490.48 27828 10 euclidean
1021 200 19900 20 2 0.5 8e+05 8e+05 498.196 50912 1 euclidean
1022 200 19900 20 2 0.5 8e+05 8e+05 640.838 50920 2 euclidean
1023 200 19900 20 2 0.5 8e+05 8e+05 501.746 50410 3 euclidean
1024 200 19900 20 2 0.5 8e+05 8e+05 478.887 50652 4 euclidean
1025 200 19900 20 2 0.5 8e+05 8e+05 470.018 50042 5 euclidean
1026 200 19900 20 2 0.5 8e+05 8e+05 732.02 50990 6 euclidean
1027 200 19900 20 2 0.5 8e+05 8e+05 505.936 51004 7 euclidean
1028 200 19900 20 2 0.5 8e+05 8e+05 678.208 50508 8 euclidean
1029 200 19900 20 2 0.5 8e+05 8e+05 642.77 50976 9 euclidean
1030 200 19900 20 2 0.5 8e+05 8e+05 634.654 50188 10 euclidean
1031 200 19900 20 2 1 8e+05 8e+05 532.115 61068 1 euclidean
1032 200 19900 20 2 1 8e+05 8e+05 487.47 61646 2 euclidean
1033 200 19900 20 2 1 8e+05 8e+05 632.965 61310 3 euclidean
1034 200 19900 20 2 1 8e+05 8e+05 658.344 61004 4 euclidean
1035 200 19900 20 2 1 8e+05 8e+05 519.013 61176 5 euclidean
1036 200 19900 20 2 1 8e+05 8e+05 516.688 60854 6 euclidean
1037 200 19900 20 2 1 8e+05 8e+05 554.101 61358 7 euclidean
1038 200 19900 20 2 1 8e+05 8e+05 513.391 60442 8 euclidean
1039 200 19900 20 2 1 8e+05 8e+05 515.4 60706 9 euclidean
1040 200 19900 20 2 1 8e+05 8e+05 654.19 60770 10 euclidean
1041 200 19900 20 3 0.05 8e+05 8e+05 717.06 19332 1 euclidean
1042 200 19900 20 3 0.05 8e+05 8e+05 472.478 19302 2 euclidean
1043 200 19900 20 3 0.05 8e+05 8e+05 696.359 19724 3 euclidean
1044 200 19900 20 3 0.05 8e+05 8e+05 511.429 19010 4 euclidean
1045 200 19900 20 3 0.05 8e+05 8e+05 486.266 19722 5 euclidean
1046 200 19900 20 3 0.05 8e+05 8e+05 470.423 19502 6 euclidean
1047 200 19900 20 3 0.05 8e+05 8e+05 653.788 18394 7 euclidean
1048 200 19900 20 3 0.05 8e+05 8e+05 515.333 17568 8 euclidean
1049 200 19900 20 3 0.05 8e+05 8e+05 704.052 19344 9 euclidean
1050 200 19900 20 3 0.05 8e+05 8e+05 500.502 18430 10 euclidean
1051 200 19900 20 3 0.1 8e+05 8e+05 638.493 25618 1 euclidean
1052 200 19900 20 3 0.1 8e+05 8e+05 638.592 26014 2 euclidean
1053 200 19900 20 3 0.1 8e+05 8e+05 604.131 27326 3 euclidean
1054 200 19900 20 3 0.1 8e+05 8e+05 604.594 26112 4 euclidean
1055 200 19900 20 3 0.1 8e+05 8e+05 519.043 25986 5 euclidean
1056 200 19900 20 3 0.1 8e+05 8e+05 787.454 26068 6 euclidean
1057 200 19900 20 3 0.1 8e+05 8e+05 520.238 26240 7 euclidean
1058 200 19900 20 3 0.1 8e+05 8e+05 671.857 27140 8 euclidean
1059 200 19900 20 3 0.1 8e+05 8e+05 488.629 25926 9 euclidean
1060 200 19900 20 3 0.1 8e+05 8e+05 651.186 26610 10 euclidean
1061 200 19900 20 3 0.5 8e+05 8e+05 461.088 49532 1 euclidean
1062 200 19900 20 3 0.5 8e+05 8e+05 482.543 49744 2 euclidean
1063 200 19900 20 3 0.5 8e+05 8e+05 636.428 50080 3 euclidean
1064 200 19900 20 3 0.5 8e+05 8e+05 700.535 48622 4 euclidean
1065 200 19900 20 3 0.5 8e+05 8e+05 540.315 49392 5 euclidean
1066 200 19900 20 3 0.5 8e+05 8e+05 470.091 49412 6 euclidean
1067 200 19900 20 3 0.5 8e+05 8e+05 529.44 50130 7 euclidean
1068 200 19900 20 3 0.5 8e+05 8e+05 474.882 50324 8 euclidean
1069 200 19900 20 3 0.5 8e+05 8e+05 510.481 50216 9 euclidean
1070 200 19900 20 3 0.5 8e+05 8e+05 608.034 50152 10 euclidean
1071 200 19900 20 3 1 8e+05 8e+05 523.309 60504 1 euclidean
1072 200 19900 20 3 1 8e+05 8e+05 502.007 60604 2 euclidean
1073 200 19900 20 3 1 8e+05 8e+05 495.977 60312 3 euclidean
1074 200 19900 20 3 1 8e+05 8e+05 500.264 59836 4 euclidean
1075 200 19900 20 3 1 8e+05 8e+05 672.494 60372 5 euclidean
1076 200 19900 20 3 1 8e+05 8e+05 528.183 59874 6 euclidean
1077 200 19900 20 3 1 8e+05 8e+05 515.245 59614 7 euclidean
1078 200 19900 20 3 1 8e+05 8e+05 479.891 60340 8 euclidean
1079 200 19900 20 3 1 8e+05 8e+05 500.868 60038 9 euclidean
1080 200 19900 20 3 1 8e+05 8e+05 631.039 60588 10 euclidean
1081 200 19900 50 1 0.05 2e+06 2e+06 2204.154 143438 1 euclidean
1082 200 19900 50 1 0.05 2e+06 2e+06 1529.619 142404 2 euclidean
1083 200 19900 50 1 0.05 2e+06 2e+06 1644.235 144110 3 euclidean
1084 200 19900 50 1 0.05 2e+06 2e+06 1690.714 144198 4 euclidean
1085 200 19900 50 1 0.05 2e+06 2e+06 2170.577 145600 5 euclidean
1086 200 19900 50 1 0.05 2e+06 2e+06 1576.106 142928 6 euclidean
1087 200 19900 50 1 0.05 2e+06 2e+06 2186.498 144786 7 euclidean
1088 200 19900 50 1 0.05 2e+06 2e+06 1524.991 144066 8 euclidean
1089 200 19900 50 1 0.05 2e+06 2e+06 2070.964 139016 9 euclidean
1090 200 19900 50 1 0.05 2e+06 2e+06 1520.93 146000 10 euclidean
1091 200 19900 50 1 0.1 2e+06 2e+06 2222.388 194248 1 euclidean
1092 200 19900 50 1 0.1 2e+06 2e+06 1568.889 196322 2 euclidean
1093 200 19900 50 1 0.1 2e+06 2e+06 2166.161 196018 3 euclidean
1094 200 19900 50 1 0.1 2e+06 2e+06 1544.998 193572 4 euclidean
1095 200 19900 50 1 0.1 2e+06 2e+06 1544.356 193320 5 euclidean
1096 200 19900 50 1 0.1 2e+06 2e+06 2145.392 193004 6 euclidean
1097 200 19900 50 1 0.1 2e+06 2e+06 1569.452 193968 7 euclidean
1098 200 19900 50 1 0.1 2e+06 2e+06 1568.005 199290 8 euclidean
1099 200 19900 50 1 0.1 2e+06 2e+06 1694.516 194652 9 euclidean
1100 200 19900 50 1 0.1 2e+06 2e+06 1523.426 193760 10 euclidean
1101 200 19900 50 1 0.5 2e+06 2e+06 1592.215 342388 1 euclidean
1102 200 19900 50 1 0.5 2e+06 2e+06 1761.857 341928 2 euclidean
1103 200 19900 50 1 0.5 2e+06 2e+06 1673.137 340284 3 euclidean
1104 200 19900 50 1 0.5 2e+06 2e+06 1569.849 341852 4 euclidean
1105 200 19900 50 1 0.5 2e+06 2e+06 2201.906 342858 5 euclidean
1106 200 19900 50 1 0.5 2e+06 2e+06 1664.742 342178 6 euclidean
1107 200 19900 50 1 0.5 2e+06 2e+06 2294.24 342278 7 euclidean
1108 200 19900 50 1 0.5 2e+06 2e+06 2248.529 342764 8 euclidean
1109 200 19900 50 1 0.5 2e+06 2e+06 2357.132 344764 9 euclidean
1110 200 19900 50 1 0.5 2e+06 2e+06 2333.15 340700 10 euclidean
1111 200 19900 50 1 1 2e+06 2e+06 1648.807 403944 1 euclidean
1112 200 19900 50 1 1 2e+06 2e+06 1677.905 401740 2 euclidean
1113 200 19900 50 1 1 2e+06 2e+06 1914.5 401722 3 euclidean
1114 200 19900 50 1 1 2e+06 2e+06 1795.123 402482 4 euclidean
1115 200 19900 50 1 1 2e+06 2e+06 1758.159 404664 5 euclidean
1116 200 19900 50 1 1 2e+06 2e+06 2330.121 403746 6 euclidean
1117 200 19900 50 1 1 2e+06 2e+06 2370.046 402120 7 euclidean
1118 200 19900 50 1 1 2e+06 2e+06 1972.295 402078 8 euclidean
1119 200 19900 50 1 1 2e+06 2e+06 1592.655 402648 9 euclidean
1120 200 19900 50 1 1 2e+06 2e+06 2467.319 401926 10 euclidean
1121 200 19900 50 2 0.05 2e+06 2e+06 1363.078 143268 1 euclidean
1122 200 19900 50 2 0.05 2e+06 2e+06 1746.208 139574 2 euclidean
1123 200 19900 50 2 0.05 2e+06 2e+06 1539.712 139428 3 euclidean
1124 200 19900 50 2 0.05 2e+06 2e+06 1186.788 135690 4 euclidean
1125 200 19900 50 2 0.05 2e+06 2e+06 1970.05 139200 5 euclidean
1126 200 19900 50 2 0.05 2e+06 2e+06 1410.465 137332 6 euclidean
1127 200 19900 50 2 0.05 2e+06 2e+06 2115.304 135334 7 euclidean
1128 200 19900 50 2 0.05 2e+06 2e+06 1364.011 142310 8 euclidean
1129 200 19900 50 2 0.05 2e+06 2e+06 1757.297 137178 9 euclidean
1130 200 19900 50 2 0.05 2e+06 2e+06 1834.949 137996 10 euclidean
1131 200 19900 50 2 0.1 2e+06 2e+06 1394.969 188796 1 euclidean
1132 200 19900 50 2 0.1 2e+06 2e+06 1851.033 187804 2 euclidean
1133 200 19900 50 2 0.1 2e+06 2e+06 1264.118 190400 3 euclidean
1134 200 19900 50 2 0.1 2e+06 2e+06 1905.947 190466 4 euclidean
1135 200 19900 50 2 0.1 2e+06 2e+06 1269.058 193004 5 euclidean
1136 200 19900 50 2 0.1 2e+06 2e+06 1436.909 192120 6 euclidean
1137 200 19900 50 2 0.1 2e+06 2e+06 1367.537 190134 7 euclidean
1138 200 19900 50 2 0.1 2e+06 2e+06 1479.422 192022 8 euclidean
1139 200 19900 50 2 0.1 2e+06 2e+06 2070.28 188536 9 euclidean
1140 200 19900 50 2 0.1 2e+06 2e+06 1381.904 191032 10 euclidean
1141 200 19900 50 2 0.5 2e+06 2e+06 1795.624 339558 1 euclidean
1142 200 19900 50 2 0.5 2e+06 2e+06 1877.579 340238 2 euclidean
1143 200 19900 50 2 0.5 2e+06 2e+06 1413.525 334570 3 euclidean
1144 200 19900 50 2 0.5 2e+06 2e+06 1501.672 341344 4 euclidean
1145 200 19900 50 2 0.5 2e+06 2e+06 1920.247 338008 5 euclidean
1146 200 19900 50 2 0.5 2e+06 2e+06 1376.588 338424 6 euclidean
1147 200 19900 50 2 0.5 2e+06 2e+06 1466.421 339452 7 euclidean
1148 200 19900 50 2 0.5 2e+06 2e+06 1507.08 341900 8 euclidean
1149 200 19900 50 2 0.5 2e+06 2e+06 1419.923 339300 9 euclidean
1150 200 19900 50 2 0.5 2e+06 2e+06 1892.657 341770 10 euclidean
1151 200 19900 50 2 1 2e+06 2e+06 1992.546 402546 1 euclidean
1152 200 19900 50 2 1 2e+06 2e+06 1422.994 403810 2 euclidean
1153 200 19900 50 2 1 2e+06 2e+06 1572.978 404318 3 euclidean
1154 200 19900 50 2 1 2e+06 2e+06 1557.26 403154 4 euclidean
1155 200 19900 50 2 1 2e+06 2e+06 1947.96 405490 5 euclidean
1156 200 19900 50 2 1 2e+06 2e+06 3838.018 405774 6 euclidean
1157 200 19900 50 2 1 2e+06 2e+06 1526.17 403378 7 euclidean
1158 200 19900 50 2 1 2e+06 2e+06 1416.551 403864 8 euclidean
1159 200 19900 50 2 1 2e+06 2e+06 1999.004 404392 9 euclidean
1160 200 19900 50 2 1 2e+06 2e+06 1899.934 403934 10 euclidean
1161 200 19900 50 3 0.05 2e+06 2e+06 1741.301 136060 1 euclidean
1162 200 19900 50 3 0.05 2e+06 2e+06 1775.617 137114 2 euclidean
1163 200 19900 50 3 0.05 2e+06 2e+06 1250.41 135692 3 euclidean
1164 200 19900 50 3 0.05 2e+06 2e+06 1722.684 132400 4 euclidean
1165 200 19900 50 3 0.05 2e+06 2e+06 1752.16 132750 5 euclidean
1166 200 19900 50 3 0.05 2e+06 2e+06 1897.285 136954 6 euclidean
1167 200 19900 50 3 0.05 2e+06 2e+06 1694.827 133198 7 euclidean
1168 200 19900 50 3 0.05 2e+06 2e+06 1310.514 138278 8 euclidean
1169 200 19900 50 3 0.05 2e+06 2e+06 1820.095 134070 9 euclidean
1170 200 19900 50 3 0.05 2e+06 2e+06 1383.611 138392 10 euclidean
1171 200 19900 50 3 0.1 2e+06 2e+06 1758.491 187886 1 euclidean
1172 200 19900 50 3 0.1 2e+06 2e+06 1250.872 186612 2 euclidean
1173 200 19900 50 3 0.1 2e+06 2e+06 1184.253 185188 3 euclidean
1174 200 19900 50 3 0.1 2e+06 2e+06 1294.769 188000 4 euclidean
1175 200 19900 50 3 0.1 2e+06 2e+06 1921.581 189898 5 euclidean
1176 200 19900 50 3 0.1 2e+06 2e+06 1360.287 188948 6 euclidean
1177 200 19900 50 3 0.1 2e+06 2e+06 1276.633 188566 7 euclidean
1178 200 19900 50 3 0.1 2e+06 2e+06 1313.5 184436 8 euclidean
1179 200 19900 50 3 0.1 2e+06 2e+06 1449.119 186776 9 euclidean
1180 200 19900 50 3 0.1 2e+06 2e+06 2118.736 186038 10 euclidean
1181 200 19900 50 3 0.5 2e+06 2e+06 1823.906 337510 1 euclidean
1182 200 19900 50 3 0.5 2e+06 2e+06 1208.335 337988 2 euclidean
1183 200 19900 50 3 0.5 2e+06 2e+06 1809.728 335616 3 euclidean
1184 200 19900 50 3 0.5 2e+06 2e+06 1539.795 336562 4 euclidean
1185 200 19900 50 3 0.5 2e+06 2e+06 1364.83 335932 5 euclidean
1186 200 19900 50 3 0.5 2e+06 2e+06 1473.21 336028 6 euclidean
1187 200 19900 50 3 0.5 2e+06 2e+06 1321.006 336458 7 euclidean
1188 200 19900 50 3 0.5 2e+06 2e+06 1948.621 340208 8 euclidean
1189 200 19900 50 3 0.5 2e+06 2e+06 1373.753 335366 9 euclidean
1190 200 19900 50 3 0.5 2e+06 2e+06 1277.643 334916 10 euclidean
1191 200 19900 50 3 1 2e+06 2e+06 2136.89 401820 1 euclidean
1192 200 19900 50 3 1 2e+06 2e+06 1429.535 402196 2 euclidean
1193 200 19900 50 3 1 2e+06 2e+06 1457.555 401848 3 euclidean
1194 200 19900 50 3 1 2e+06 2e+06 1539.08 402150 4 euclidean
1195 200 19900 50 3 1 2e+06 2e+06 1373.797 400866 5 euclidean
1196 200 19900 50 3 1 2e+06 2e+06 1920.483 399246 6 euclidean
1197 200 19900 50 3 1 2e+06 2e+06 1975.696 400380 7 euclidean
1198 200 19900 50 3 1 2e+06 2e+06 1342.204 400446 8 euclidean
1199 200 19900 50 3 1 2e+06 2e+06 1337.444 402116 9 euclidean
1200 200 19900 50 3 1 2e+06 2e+06 2164.544 402646 10 euclidean
1201 200 19900 100 1 0.05 4e+06 4e+06 4069.832 584148 1 euclidean
1202 200 19900 100 1 0.05 4e+06 4e+06 3955.061 584776 2 euclidean
1203 200 19900 100 1 0.05 4e+06 4e+06 3988.869 575762 3 euclidean
1204 200 19900 100 1 0.05 4e+06 4e+06 5484.962 584362 4 euclidean
1205 200 19900 100 1 0.05 4e+06 4e+06 6050.734 583884 5 euclidean
1206 200 19900 100 1 0.05 4e+06 4e+06 3987.107 591612 6 euclidean
1207 200 19900 100 1 0.05 4e+06 4e+06 3979.785 575108 7 euclidean
1208 200 19900 100 1 0.05 4e+06 4e+06 3668.217 589582 8 euclidean
1209 200 19900 100 1 0.05 4e+06 4e+06 6334.084 591116 9 euclidean
1210 200 19900 100 1 0.05 4e+06 4e+06 5717.818 585072 10 euclidean
1211 200 19900 100 1 0.1 4e+06 4e+06 4248.34 799950 1 euclidean
1212 200 19900 100 1 0.1 4e+06 4e+06 5248.751 791150 2 euclidean
1213 200 19900 100 1 0.1 4e+06 4e+06 5464.693 798548 3 euclidean
1214 200 19900 100 1 0.1 4e+06 4e+06 4288.263 794578 4 euclidean
1215 200 19900 100 1 0.1 4e+06 4e+06 3869.785 790286 5 euclidean
1216 200 19900 100 1 0.1 4e+06 4e+06 3986.179 792538 6 euclidean
1217 200 19900 100 1 0.1 4e+06 4e+06 4088.927 795814 7 euclidean
1218 200 19900 100 1 0.1 4e+06 4e+06 3959.772 793378 8 euclidean
1219 200 19900 100 1 0.1 4e+06 4e+06 5552.962 794378 9 euclidean
1220 200 19900 100 1 0.1 4e+06 4e+06 6029.811 789052 10 euclidean
1221 200 19900 100 1 0.5 4e+06 4e+06 5545.472 1391434 1 euclidean
1222 200 19900 100 1 0.5 4e+06 4e+06 5679.711 1399984 2 euclidean
1223 200 19900 100 1 0.5 4e+06 4e+06 6034.445 1389864 3 euclidean
1224 200 19900 100 1 0.5 4e+06 4e+06 6464.44 1392054 4 euclidean
1225 200 19900 100 1 0.5 4e+06 4e+06 4537.087 1394008 5 euclidean
1226 200 19900 100 1 0.5 4e+06 4e+06 4336.352 1395050 6 euclidean
1227 200 19900 100 1 0.5 4e+06 4e+06 4170.534 1403368 7 euclidean
1228 200 19900 100 1 0.5 4e+06 4e+06 6585.418 1393768 8 euclidean
1229 200 19900 100 1 0.5 4e+06 4e+06 4297.888 1390728 9 euclidean
1230 200 19900 100 1 0.5 4e+06 4e+06 3843.758 1394226 10 euclidean
1231 200 19900 100 1 1 4e+06 4e+06 6296.077 1640932 1 euclidean
1232 200 19900 100 1 1 4e+06 4e+06 4627.253 1646690 2 euclidean
1233 200 19900 100 1 1 4e+06 4e+06 4741.102 1634486 3 euclidean
1234 200 19900 100 1 1 4e+06 4e+06 6680.39 1636152 4 euclidean
1235 200 19900 100 1 1 4e+06 4e+06 4066.23 1637992 5 euclidean
1236 200 19900 100 1 1 4e+06 4e+06 6327.809 1640032 6 euclidean
1237 200 19900 100 1 1 4e+06 4e+06 4527.597 1644908 7 euclidean
1238 200 19900 100 1 1 4e+06 4e+06 4515.943 1638608 8 euclidean
1239 200 19900 100 1 1 4e+06 4e+06 6473.551 1637294 9 euclidean
1240 200 19900 100 1 1 4e+06 4e+06 4841.153 1637954 10 euclidean
1241 200 19900 100 2 0.05 4e+06 4e+06 3259.902 576922 1 euclidean
1242 200 19900 100 2 0.05 4e+06 4e+06 5016.881 581174 2 euclidean
1243 200 19900 100 2 0.05 4e+06 4e+06 5094.677 580738 3 euclidean
1244 200 19900 100 2 0.05 4e+06 4e+06 4393.731 588696 4 euclidean
1245 200 19900 100 2 0.05 4e+06 4e+06 3448.118 584262 5 euclidean
1246 200 19900 100 2 0.05 4e+06 4e+06 3190.285 579204 6 euclidean
1247 200 19900 100 2 0.05 4e+06 4e+06 3084.601 585620 7 euclidean
1248 200 19900 100 2 0.05 4e+06 4e+06 4668.917 581026 8 euclidean
1249 200 19900 100 2 0.05 4e+06 4e+06 3024.609 569084 9 euclidean
1250 200 19900 100 2 0.05 4e+06 4e+06 4725.634 584968 10 euclidean
1251 200 19900 100 2 0.1 4e+06 4e+06 9126.163 788722 1 euclidean
1252 200 19900 100 2 0.1 4e+06 4e+06 4508.657 785868 2 euclidean
1253 200 19900 100 2 0.1 4e+06 4e+06 3111.902 787026 3 euclidean
1254 200 19900 100 2 0.1 4e+06 4e+06 4724.581 796558 4 euclidean
1255 200 19900 100 2 0.1 4e+06 4e+06 3124.525 795574 5 euclidean
1256 200 19900 100 2 0.1 4e+06 4e+06 4529.392 780238 6 euclidean
1257 200 19900 100 2 0.1 4e+06 4e+06 4378.245 797524 7 euclidean
1258 200 19900 100 2 0.1 4e+06 4e+06 3353.755 784380 8 euclidean
1259 200 19900 100 2 0.1 4e+06 4e+06 3507.304 791408 9 euclidean
1260 200 19900 100 2 0.1 4e+06 4e+06 3292.783 790474 10 euclidean
1261 200 19900 100 2 0.5 4e+06 4e+06 4628.633 1385726 1 euclidean
1262 200 19900 100 2 0.5 4e+06 4e+06 4786.345 1397322 2 euclidean
1263 200 19900 100 2 0.5 4e+06 4e+06 3345.768 1389578 3 euclidean
1264 200 19900 100 2 0.5 4e+06 4e+06 3446.557 1397570 4 euclidean
1265 200 19900 100 2 0.5 4e+06 4e+06 3497.513 1386632 5 euclidean
1266 200 19900 100 2 0.5 4e+06 4e+06 4610.985 1388576 6 euclidean
1267 200 19900 100 2 0.5 4e+06 4e+06 3601.382 1389564 7 euclidean
1268 200 19900 100 2 0.5 4e+06 4e+06 3696.511 1390758 8 euclidean
1269 200 19900 100 2 0.5 4e+06 4e+06 3609.281 1393776 9 euclidean
1270 200 19900 100 2 0.5 4e+06 4e+06 4453.94 1397148 10 euclidean
1271 200 19900 100 2 1 4e+06 4e+06 3366.895 1649294 1 euclidean
1272 200 19900 100 2 1 4e+06 4e+06 3452.71 1646564 2 euclidean
1273 200 19900 100 2 1 4e+06 4e+06 5129.48 1643598 3 euclidean
1274 200 19900 100 2 1 4e+06 4e+06 3548.17 1639502 4 euclidean
1275 200 19900 100 2 1 4e+06 4e+06 3815.703 1640750 5 euclidean
1276 200 19900 100 2 1 4e+06 4e+06 3666.388 1649866 6 euclidean
1277 200 19900 100 2 1 4e+06 4e+06 4727.686 1643740 7 euclidean
1278 200 19900 100 2 1 4e+06 4e+06 3442.604 1644556 8 euclidean
1279 200 19900 100 2 1 4e+06 4e+06 5197.274 1644542 9 euclidean
1280 200 19900 100 2 1 4e+06 4e+06 3737.483 1646698 10 euclidean
1281 200 19900 100 3 0.05 4e+06 4e+06 2739.934 584272 1 euclidean
1282 200 19900 100 3 0.05 4e+06 4e+06 3936.519 563406 2 euclidean
1283 200 19900 100 3 0.05 4e+06 4e+06 2647.042 561942 3 euclidean
1284 200 19900 100 3 0.05 4e+06 4e+06 3032.552 573602 4 euclidean
1285 200 19900 100 3 0.05 4e+06 4e+06 4045.767 568654 5 euclidean
1286 200 19900 100 3 0.05 4e+06 4e+06 2845.626 584376 6 euclidean
1287 200 19900 100 3 0.05 4e+06 4e+06 4317.833 561290 7 euclidean
1288 200 19900 100 3 0.05 4e+06 4e+06 2831.727 567714 8 euclidean
1289 200 19900 100 3 0.05 4e+06 4e+06 3134.419 577770 9 euclidean
1290 200 19900 100 3 0.05 4e+06 4e+06 3364.035 567168 10 euclidean
1291 200 19900 100 3 0.1 4e+06 4e+06 4170.456 781756 1 euclidean
1292 200 19900 100 3 0.1 4e+06 4e+06 3032.103 772522 2 euclidean
1293 200 19900 100 3 0.1 4e+06 4e+06 4118.852 778902 3 euclidean
1294 200 19900 100 3 0.1 4e+06 4e+06 3856.83 772878 4 euclidean
1295 200 19900 100 3 0.1 4e+06 4e+06 4171.325 777710 5 euclidean
1296 200 19900 100 3 0.1 4e+06 4e+06 4683.629 777080 6 euclidean
1297 200 19900 100 3 0.1 4e+06 4e+06 2840.012 775422 7 euclidean
1298 200 19900 100 3 0.1 4e+06 4e+06 2947.128 776714 8 euclidean
1299 200 19900 100 3 0.1 4e+06 4e+06 4907.781 774014 9 euclidean
1300 200 19900 100 3 0.1 4e+06 4e+06 3062.234 777394 10 euclidean
1301 200 19900 100 3 0.5 4e+06 4e+06 4349.742 1390762 1 euclidean
1302 200 19900 100 3 0.5 4e+06 4e+06 3257.49 1383640 2 euclidean
1303 200 19900 100 3 0.5 4e+06 4e+06 3249.893 1380796 3 euclidean
1304 200 19900 100 3 0.5 4e+06 4e+06 2863.195 1381940 4 euclidean
1305 200 19900 100 3 0.5 4e+06 4e+06 5330.713 1380126 5 euclidean
1306 200 19900 100 3 0.5 4e+06 4e+06 3714.587 1387654 6 euclidean
1307 200 19900 100 3 0.5 4e+06 4e+06 2861.709 1377376 7 euclidean
1308 200 19900 100 3 0.5 4e+06 4e+06 3048.871 1376712 8 euclidean
1309 200 19900 100 3 0.5 4e+06 4e+06 2903.205 1387706 9 euclidean
1310 200 19900 100 3 0.5 4e+06 4e+06 3042.788 1380558 10 euclidean
1311 200 19900 100 3 1 4e+06 4e+06 4865.87 1633906 1 euclidean
1312 200 19900 100 3 1 4e+06 4e+06 3204.11 1640470 2 euclidean
1313 200 19900 100 3 1 4e+06 4e+06 4228.993 1642258 3 euclidean
1314 200 19900 100 3 1 4e+06 4e+06 4570.767 1632986 4 euclidean
1315 200 19900 100 3 1 4e+06 4e+06 4476.413 1638350 5 euclidean
1316 200 19900 100 3 1 4e+06 4e+06 4094.538 1637608 6 euclidean
1317 200 19900 100 3 1 4e+06 4e+06 3410.153 1635162 7 euclidean
1318 200 19900 100 3 1 4e+06 4e+06 3264.532 1643668 8 euclidean
1319 200 19900 100 3 1 4e+06 4e+06 3474.401 1637654 9 euclidean
1320 200 19900 100 3 1 4e+06 4e+06 3148.669 1640604 10 euclidean
1321 400 79800 2 1 0.05 320000 320000 223.069 60 1 euclidean
1322 400 79800 2 1 0.05 320000 320000 195.682 34 2 euclidean
1323 400 79800 2 1 0.05 320000 320000 193.989 54 3 euclidean
1324 400 79800 2 1 0.05 320000 320000 202.924 48 4 euclidean
1325 400 79800 2 1 0.05 320000 320000 269.402 56 5 euclidean
1326 400 79800 2 1 0.05 320000 320000 186.365 30 6 euclidean
1327 400 79800 2 1 0.05 320000 320000 192.687 52 7 euclidean
1328 400 79800 2 1 0.05 320000 320000 214.096 36 8 euclidean
1329 400 79800 2 1 0.05 320000 320000 195.07 34 9 euclidean
1330 400 79800 2 1 0.05 320000 320000 287.446 54 10 euclidean
1331 400 79800 2 1 0.1 320000 320000 292.344 52 1 euclidean
1332 400 79800 2 1 0.1 320000 320000 194.455 64 2 euclidean
1333 400 79800 2 1 0.1 320000 320000 249.899 46 3 euclidean
1334 400 79800 2 1 0.1 320000 320000 199.972 70 4 euclidean
